"origin","olive_oil","cayenne","butter","soy_sauce","garlic","ginger","cumin","fish","onion","cilantro","wheat","rice","egg","tomato","scallion","coriander","lime_juice","vegetable_oil","corn","cream","turmeric","sesame_oil","bell_pepper","cinnamon","parsley","lemon_juice","milk","vinegar","wine","mint","coconut","pepper","shrimp","oregano","thyme","chicken","mustard","basil","black_pepper","lemongrass","vanilla","cheese","yogurt","shallot","feta_cheese","fenugreek","buttermilk","dill","lime","green_bell_pepper"
"Greek",0.76,0.0488888888888889,0.2,0,0.444444444444444,0.00444444444444444,0.0355555555555556,0.0533333333333333,0.364444444444444,0.00888888888888889,0.24,0.0666666666666667,0.217777777777778,0.333333333333333,0.0977777777777778,0.0177777777777778,0,0.0266666666666667,0.00444444444444444,0.0533333333333333,0,0,0.12,0.12,0.24,0.337777777777778,0.106666666666667,0.182222222222222,0.0488888888888889,0.124444444444444,0,0.0533333333333333,0.0533333333333333,0.275555555555556,0.0666666666666667,0.0666666666666667,0.0177777777777778,0.0444444444444444,0.213333333333333,0,0.04,0.0666666666666667,0.155555555555556,0.04,0.311111111111111,0,0,0.142222222222222,0,0.0222222222222222
"Indian",0.145985401459854,0.456204379562044,0.18978102189781,0.0072992700729927,0.416058394160584,0.427007299270073,0.583941605839416,0.0401459854014599,0.412408759124088,0.288321167883212,0.138686131386861,0.186131386861314,0.124087591240876,0.211678832116788,0.0912408759124088,0.467153284671533,0.0948905109489051,0.437956204379562,0.0437956204379562,0.0656934306569343,0.463503649635036,0.0145985401459854,0.164233576642336,0.171532846715328,0.0401459854014599,0.171532846715328,0.072992700729927,0.113138686131387,0.0145985401459854,0.127737226277372,0.142335766423358,0.237226277372263,0.0656934306569343,0.0072992700729927,0.0109489051094891,0.164233576642336,0.0839416058394161,0.0109489051094891,0.18978102189781,0.0072992700729927,0.0474452554744526,0.0072992700729927,0.27007299270073,0.0255474452554745,0.0072992700729927,0.240875912408759,0.0218978102189781,0.00364963503649635,0.0766423357664234,0.0072992700729927
"Irish",0.0348837209302326,0.0116279069767442,0.593023255813954,0,0.0930232558139535,0.0232558139534884,0,0.0348837209302326,0.255813953488372,0,0.5,0,0.465116279069767,0.0813953488372093,0.0465116279069767,0.0232558139534884,0,0.22093023255814,0.0232558139534884,0.267441860465116,0,0,0.0348837209302326,0.0232558139534884,0.162790697674419,0.0348837209302326,0.174418604651163,0.0930232558139535,0,0.0116279069767442,0,0.116279069767442,0,0,0.116279069767442,0.0116279069767442,0.116279069767442,0.0116279069767442,0.104651162790698,0,0.151162790697674,0.0116279069767442,0,0.0348837209302326,0.0116279069767442,0,0.255813953488372,0.0116279069767442,0,0
"Italian",0.655393586005831,0.0658892128279883,0.276384839650146,0.00291545189504373,0.45131195335277,0.00816326530612245,0.00408163265306122,0.0728862973760933,0.279883381924198,0.00233236151603499,0.250728862973761,0.0536443148688047,0.263556851311953,0.302040816326531,0.0274052478134111,0.00699708454810496,0.00174927113702624,0.0524781341107872,0.0466472303206997,0.151020408163265,0.00116618075801749,0,0.141107871720117,0.0279883381924198,0.246064139941691,0.109037900874636,0.134110787172012,0.0746355685131195,0.036734693877551,0.0268221574344023,0.0087463556851312,0.0448979591836735,0.0250728862973761,0.080466472303207,0.0740524781341108,0.041399416909621,0.0174927113702624,0.20466472303207,0.223906705539359,0,0.0682215743440233,0.169096209912536,0.00291545189504373,0.0513119533527697,0.0110787172011662,0.000583090379008746,0.0262390670553936,0.00408163265306122,0.000583090379008746,0.0110787172011662
"Japanese",0.0661764705882353,0.110294117647059,0.0588235294117647,0.610294117647059,0.198529411764706,0.352941176470588,0.0220588235294118,0.169117647058824,0.0808823529411765,0.0588235294117647,0.117647058823529,0.455882352941176,0.117647058823529,0.0147058823529412,0.360294117647059,0.0367647058823529,0.0955882352941176,0.397058823529412,0.00735294117647059,0.0294117647058824,0.0220588235294118,0.147058823529412,0.110294117647059,0,0.00735294117647059,0.0808823529411765,0.0220588235294118,0.352941176470588,0.338235294117647,0.0441176470588235,0.0220588235294118,0.117647058823529,0.0661764705882353,0,0.00735294117647059,0.102941176470588,0.0367647058823529,0.0294117647058824,0.0514705882352941,0,0,0.00735294117647059,0.00735294117647059,0.0294117647058824,0,0.0220588235294118,0,0.00735294117647059,0.0294117647058824,0.00735294117647059
"Jewish",0.25,0.065625,0.30625,0,0.1875,0.0625,0.0625,0.04375,0.303125,0.05625,0.4875,0.009375,0.59375,0.09375,0.06875,0.046875,0.009375,0.271875,0.0125,0.0875,0.021875,0,0.05625,0.2,0.134375,0.159375,0.05,0.05625,0.01875,0.04375,0.015625,0.14375,0,0.01875,0.053125,0.084375,0.0125,0.0125,0.196875,0.00625,0.121875,0.0125,0.01875,0.01875,0.009375,0.0125,0,0.078125,0.003125,0.009375
"Mediterranean",0.795847750865052,0.103806228373702,0.141868512110727,0,0.505190311418685,0.0173010380622837,0.103806228373702,0.134948096885813,0.387543252595156,0.0449826989619377,0.207612456747405,0.069204152249135,0.193771626297578,0.349480968858132,0.069204152249135,0.0519031141868512,0.00346020761245675,0.0761245674740484,0.0242214532871972,0.0519031141868512,0.027681660899654,0,0.179930795847751,0.0657439446366782,0.301038062283737,0.228373702422145,0.069204152249135,0.145328719723183,0.0173010380622837,0.110726643598616,0,0.0519031141868512,0.0242214532871972,0.0830449826989619,0.110726643598616,0.0622837370242214,0.0207612456747405,0.0830449826989619,0.134948096885813,0,0.0207612456747405,0.0657439446366782,0.0761245674740484,0.0519031141868512,0.103806228373702,0.0069204152249135,0,0.041522491349481,0.0069204152249135,0.0311418685121107
"Mexican",0.287781350482315,0.709003215434084,0.14951768488746,0.00643086816720257,0.567524115755627,0.00643086816720257,0.22508038585209,0.0385852090032154,0.607717041800643,0.403536977491961,0.204180064308682,0.0369774919614148,0.170418006430868,0.490353697749196,0.136655948553055,0.0643086816720257,0.255627009646302,0.265273311897106,0.353697749196141,0.173633440514469,0.00321543408360129,0,0.114147909967846,0.0836012861736334,0.0434083601286174,0.045016077170418,0.102893890675241,0.131832797427653,0.0112540192926045,0.0369774919614148,0.0209003215434084,0.144694533762058,0.0418006430868167,0.172025723472669,0.0241157556270096,0.101286173633441,0.0160771704180064,0.0128617363344051,0.135048231511254,0,0.0562700964630225,0.196141479099678,0.00803858520900321,0.0128617363344051,0.0112540192926045,0.00160771704180064,0.00964630225080386,0.00160771704180064,0.0996784565916399,0.0241157556270096
"MiddleEastern",0.600806451612903,0.185483870967742,0.213709677419355,0.0161290322580645,0.467741935483871,0.0604838709677419,0.342741935483871,0.0241935483870968,0.354838709677419,0.161290322580645,0.379032258064516,0.0766129032258065,0.153225806451613,0.233870967741935,0.125,0.161290322580645,0.0241935483870968,0.120967741935484,0.032258064516129,0.0443548387096774,0.0887096774193548,0,0.165322580645161,0.209677419354839,0.282258064516129,0.358870967741935,0.0766129032258065,0.0766129032258065,0.00806451612903226,0.173387096774194,0.00403225806451613,0.116935483870968,0.0161290322580645,0.0524193548387097,0.0685483870967742,0.104838709677419,0.00806451612903226,0.0362903225806452,0.25,0,0.0120967741935484,0.0161290322580645,0.149193548387097,0.0201612903225806,0.0483870967741935,0.0362903225806452,0,0.032258064516129,0.00403225806451613,0.0161290322580645
"Moroccan",0.72992700729927,0.291970802919708,0.18978102189781,0,0.45985401459854,0.27007299270073,0.547445255474453,0.072992700729927,0.496350364963504,0.313868613138686,0.416058394160584,0.0218978102189781,0.0583941605839416,0.240875912408759,0.0437956204379562,0.335766423357664,0.0218978102189781,0.0948905109489051,0.0145985401459854,0.0291970802919708,0.153284671532847,0,0.321167883211679,0.437956204379562,0.255474452554745,0.277372262773723,0.0145985401459854,0.0802919708029197,0.0145985401459854,0.145985401459854,0.0072992700729927,0.138686131386861,0.0072992700729927,0.0072992700729927,0.0510948905109489,0.211678832116788,0.0072992700729927,0.0437956204379562,0.262773722627737,0,0,0.0072992700729927,0.0218978102189781,0.0218978102189781,0.0145985401459854,0.0218978102189781,0,0.0145985401459854,0.0145985401459854,0.0218978102189781
"Scandinavian",0.108695652173913,0,0.532608695652174,0,0.0434782608695652,0.0543478260869565,0.0652173913043478,0.0217391304347826,0.239130434782609,0.0108695652173913,0.293478260869565,0,0.41304347826087,0.0326086956521739,0.0326086956521739,0.0869565217391304,0.0217391304347826,0.260869565217391,0.0217391304347826,0.315217391304348,0.0434782608695652,0,0.0326086956521739,0.0978260869565217,0.0543478260869565,0.141304347826087,0.152173913043478,0.315217391304348,0.0217391304347826,0.0108695652173913,0.0108695652173913,0.184782608695652,0.0869565217391304,0,0.0326086956521739,0.0108695652173913,0.206521739130435,0,0.228260869565217,0,0.108695652173913,0.0326086956521739,0.0108695652173913,0.0326086956521739,0,0.0434782608695652,0.0108695652173913,0.239130434782609,0,0
"Southern_SoulFood",0.135838150289017,0.242774566473988,0.578034682080925,0.00578034682080925,0.257225433526012,0.0491329479768786,0.0433526011560694,0.00578034682080925,0.289017341040462,0.0144508670520231,0.485549132947977,0.046242774566474,0.416184971098266,0.0953757225433526,0.141618497109827,0.0173410404624277,0.0115606936416185,0.190751445086705,0.297687861271676,0.205202312138728,0.0115606936416185,0.00578034682080925,0.182080924855491,0.069364161849711,0.0953757225433526,0.0751445086705202,0.265895953757225,0.161849710982659,0.0375722543352601,0.00578034682080925,0.00289017341040462,0.104046242774566,0.0404624277456647,0.023121387283237,0.124277456647399,0.0722543352601156,0.15028901734104,0.023121387283237,0.257225433526012,0,0.069364161849711,0.046242774566474,0.0144508670520231,0.0375722543352601,0,0.0115606936416185,0.182080924855491,0.023121387283237,0.00578034682080925,0.0606936416184971
"Southwestern",0.398148148148148,0.814814814814815,0.138888888888889,0.037037037037037,0.62037037037037,0.0185185185185185,0.333333333333333,0,0.611111111111111,0.518518518518518,0.157407407407407,0.0277777777777778,0.157407407407407,0.398148148148148,0.212962962962963,0.0648148148148148,0.268518518518519,0.212962962962963,0.388888888888889,0.175925925925926,0,0.00925925925925926,0.305555555555556,0.0185185185185185,0.0277777777777778,0.0833333333333333,0.0648148148148148,0.157407407407407,0,0.0185185185185185,0.00925925925925926,0.203703703703704,0.0185185185185185,0.148148148148148,0.00925925925925926,0.0925925925925926,0.0833333333333333,0,0.259259259259259,0,0.00925925925925926,0.166666666666667,0,0.0277777777777778,0.0277777777777778,0,0.0555555555555556,0,0.0925925925925926,0.0277777777777778
"Spanish_Portuguese",0.628865979381443,0.240549828178694,0.144329896907216,0.00343642611683849,0.573883161512027,0.0206185567010309,0.0962199312714777,0.0824742268041237,0.43298969072165,0.103092783505155,0.15807560137457,0.0824742268041237,0.271477663230241,0.326460481099656,0.0309278350515464,0.013745704467354,0.0515463917525773,0.123711340206186,0.0481099656357388,0.103092783505155,0.0103092783505155,0,0.343642611683849,0.0652920962199313,0.264604810996564,0.0652920962199313,0.127147766323024,0.271477663230241,0.0412371134020619,0.0240549828178694,0.00343642611683849,0.0859106529209622,0.106529209621993,0.0927835051546392,0.0824742268041237,0.0893470790378007,0.0274914089347079,0.0206185567010309,0.206185567010309,0.00343642611683849,0.0790378006872852,0.0584192439862543,0.00343642611683849,0.0274914089347079,0.00343642611683849,0,0,0,0.0274914089347079,0.0790378006872852
"Thai",0.0731707317073171,0.469512195121951,0.0670731707317073,0.231707317073171,0.567073170731707,0.390243902439024,0.329268292682927,0.542682926829268,0.158536585365854,0.408536585365854,0.0731707317073171,0.402439024390244,0.0792682926829268,0.134146341463415,0.286585365853659,0.420731707317073,0.371951219512195,0.408536585365854,0.0365853658536585,0.0365853658536585,0.268292682926829,0.0853658536585366,0.164634146341463,0.0304878048780488,0.0182926829268293,0.0548780487804878,0.0182926829268293,0.195121951219512,0.0121951219512195,0.213414634146341,0.378048780487805,0.280487804878049,0.23780487804878,0.00609756097560976,0.00609756097560976,0.268292682926829,0.0121951219512195,0.189024390243902,0.164634146341463,0.317073170731707,0,0,0,0.268292682926829,0,0.231707317073171,0,0,0.213414634146341,0.00609756097560976
"Vietnamese",0.0307692307692308,0.461538461538462,0.0769230769230769,0.230769230769231,0.723076923076923,0.246153846153846,0.0307692307692308,0.784615384615385,0.292307692307692,0.369230769230769,0.0461538461538462,0.476923076923077,0.138461538461538,0.0461538461538462,0.338461538461538,0.107692307692308,0.461538461538462,0.476923076923077,0.0307692307692308,0.0153846153846154,0.123076923076923,0.0769230769230769,0.123076923076923,0.0307692307692308,0,0.0153846153846154,0.0153846153846154,0.230769230769231,0.107692307692308,0.323076923076923,0.0461538461538462,0.107692307692308,0.184615384615385,0.0153846153846154,0,0.184615384615385,0,0.276923076923077,0.246153846153846,0.153846153846154,0,0,0,0.230769230769231,0,0.0307692307692308,0,0.0307692307692308,0.215384615384615,0.0153846153846154
