"","X.1","X.2","z"
"141",1.25168348958942,1.40755920417671,2
"142",0.4744499560696,2.02007997495337,2
"143",-0.0299031558015099,2.22173488748441,2
"144",1.62646032844548,0.886546917703272,2
"145",-0.00462545582976004,1.97125779748134,2
"146",2.4282194590125,0.645554306396766,2
"147",-0.15385246248536,2.4485395810472,2
"148",1.52889262608875,1.46713562793159,2
"149",1.09641265519965,1.10716591032537,2
"150",2.41563156060846,0.699180775985917,2
"151",3.47810610300568,-0.53441443629294,2
"152",1.27750880935025,2.16110444611788,2
"153",1.50035640541895,1.84552893301231,2
"154",1.59043062605882,0.633757213780936,2
"155",1.13346022385409,-0.26979807249789,2
"156",-0.31655695072104,3.25542482751746,2
"157",2.83458692334151,-0.74787440539637,2
"158",1.34548745472419,2.18564275749467,2
"159",1.87086422056951,3.12128199856051,2
"160",1.91751550797436,0.884531185576744,2
"161",-0.00900292752806009,2.6293677904397,2
"162",-0.0577257496077399,3.74703864856284,2
"163",2.06844621498915,1.9402550756909,2
"164",1.33495665516743,1.76797019706144,2
"165",1.88465201772159,2.15793186953111,2
"166",2.60932912966574,-0.82756520055921,2
"167",0.956939617718621,1.52929791595882,2
"168",2.50252758915673,0.616187488177157,2
"169",2.36295942101816,-0.71602331255296,2
"170",-0.99158801943909,1.91642428888639,2
"171",0.66975728247193,1.62166425559093,2
"172",1.53286364270496,1.55126074947504,2
"173",-0.66416855553735,2.62902634692316,2
"174",-0.12868128388298,-0.0770158420985601,2
"175",-0.79393719142146,3.21590557490745,2
"176",1.4028481758315,1.7107134538647,2
"177",1.90519330093435,1.0893429839962,2
"178",2.40214177288326,0.062685016146677,2
"179",1.16350073966036,1.93207387492856,2
"180",3.13789281182404,0.234214126423597,2
"181",1.41398080005175,0.675821978613824,2
"182",2.38542501989086,0.825328794248677,2
"183",1.81301662901439,3.09779678396943,2
"184",1.30883218596488,1.12367378100259,2
"185",0.413178849144026,2.45079787353675,2
"186",3.05265773689042,-0.0705139842321201,2
"187",0.790565672129164,1.4915919735205,2
"188",1.41044429290022,2.04278569962727,2
"189",0.318694817983747,2.64266213197129,2
"190",2.4138899422327,2.55785133816392,2
"191",0.740206205329891,3.74311086869726,2
"192",2.58486009385729,0.954172075343799,2
"193",-0.0930565548604101,3.32292993886643,2
"194",0.597998113821439,1.3884876359368,2
"195",0.658197550549452,0.491695556177231,2
"196",2.65055592624922,-0.88890373723361,2
"197",0.593308926967702,0.403755081591122,2
"198",1.96551879930428,1.26360098788758,2
"199",1.57418832583114,0.441887476427258,2
"200",1.20554110171312,2.97004689103023,2
